No errors
No warnings
102 ms
data source=metars
4909 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KDSF 272220Z AUTO 22009KT 10SM SCT041 22/17 A3011 RMK A01,KDSF,2025-01-27T22:20:00Z,28.3426,-88.2649,22,17,220,9,,10+,30.11,,,TRUE,TRUE,,,,,,,SCT,4100,,,,,,,VFR,,,,,,,,,,,,METAR,40
KALI 272220Z AUTO 01008KT 1 1/4SM BR OVC003 11/11 A3014 RMK AO2 RAE15 P0000 T01110111,KALI,2025-01-27T22:20:00Z,27.7413,-98.0251,11.1,11.1,10,8,,1.25,30.14,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,0.005,,,,,,SPECI,52
EYVI 272220Z 17012KT CAVOK 06/03 Q1005 NOSIG,EYVI,2025-01-27T22:20:00Z,54.634,25.286,6,3,170,12,,6+,29.68,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,180
EYSA 272220Z 17010KT CAVOK 06/04 Q1003 NOSIG,EYSA,2025-01-27T22:20:00Z,55.894,23.395,6,4,170,10,,6+,29.62,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,135
EYPA 272220Z 18013KT 4900 -RA BR BKN017 08/06 Q1001,EYPA,2025-01-27T22:20:00Z,55.973,21.092,8,6,180,13,,3.04,29.56,,,,,,,,,,-RA BR,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,15
EYKA 272220Z 18005KT 140V220 CAVOK 06/03 Q1004,EYKA,2025-01-27T22:20:00Z,54.962,24.069,6,3,180,5,,6+,29.65,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,68
EVVA 272220Z AUTO 17006KT 7000 OVC010 06/06 Q1000,EVVA,2025-01-27T22:20:00Z,57.361,21.545,6,6,170,6,,4.35,29.53,,,TRUE,,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,1
EVRA 272220Z 18010KT 9999 FEW019 06/03 Q1003 NOSIG,EVRA,2025-01-27T22:20:00Z,56.924,23.968,6,3,180,10,,6+,29.62,,,,,,TRUE,,,,,FEW,1900,,,,,,,VFR,,,,,,,,,,,,METAR,7
EVLA 272220Z AUTO 20009KT 6000 -RA OVC009/// 07/06 Q1000 RERA,EVLA,2025-01-27T22:20:00Z,56.517,21.097,7,6,200,9,,3.73,29.53,,,TRUE,,,,,,,-RA,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,5
EVGA 272220Z AUTO 16006KT CAVOK 05/03 Q1004,EVGA,2025-01-27T22:20:00Z,56.778,24.854,5,3,160,6,,6+,29.65,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,61
ESUT 272220Z AUTO 16015KT 9999 SCT098/// BKN150/// M03/M08 Q0991,ESUT,2025-01-27T22:20:00Z,65.806,15.083,-3,-8,160,15,,6+,29.26,,,TRUE,,,,,,,,SCT,9800,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,457
ESTL 272220Z AUTO 08005KT 050V110 6000 FEW093/// 05/05 Q0994 RESHUP,ESTL,2025-01-27T22:20:00Z,56.083,13.213,5,5,80,5,,3.73,29.35,,,TRUE,,,,,,,,FEW,9300,,,,,,,MVFR,,,,,,,,,,,,METAR,39
ESTA 272220Z AUTO 15006KT 9999 R14/P1500N R32///// BKN140/// 04/04 Q0994,ESTA,2025-01-27T22:20:00Z,56.294,12.848,4,4,150,6,,6+,29.35,,,TRUE,,,,,,,,BKN,14000,,,,,,,VFR,,,,,,,,,,,,METAR,19
ESSV 272220Z AUTO 19010KT 9999 FEW007/// BKN094/// 05/04 Q0996,ESSV,2025-01-27T22:20:00Z,57.662,18.348,5,4,190,10,,6+,29.41,,,TRUE,,,,,,,,FEW,700,BKN,9400,,,,,VFR,,,,,,,,,,,,METAR,38
ESSP 272220Z AUTO 17005KT 9999 OVC018/// 05/04 Q0994,ESSP,2025-01-27T22:20:00Z,58.584,16.255,5,4,170,5,,6+,29.35,,,TRUE,,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,3
ESSL 272220Z AUTO 15006KT 9999 OVC015/// 04/03 Q0994,ESSL,2025-01-27T22:20:00Z,58.406,15.681,4,3,150,6,,6+,29.35,,,TRUE,,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,51
ESSD 272220Z AUTO 15006KT 9999 OVC006/// 01/00 Q0991,ESSD,2025-01-27T22:20:00Z,60.422,15.515,1,0,150,6,,6+,29.26,,,TRUE,,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,151
ESSB 272220Z AUTO 18007KT 150V210 9999 OVC004/// 04/03 Q0994 RERA,ESSB,2025-01-27T22:20:00Z,59.356,17.933,4,3,180,7,,6+,29.35,,,TRUE,,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,14
ESSA 272220Z 17009KT 9999 OVC004 03/02 Q0993 NOSIG,ESSA,2025-01-27T22:20:00Z,59.664,17.92,3,2,170,9,,6+,29.32,,,,,,TRUE,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,36
ESPE 272220Z AUTO VRB02KT 9999 BKN007/// OVC009/// M11/M12 Q1000,ESPE,2025-01-27T22:20:00Z,65.875,20.144,-11,-12,VRB,2,,6+,29.53,,,TRUE,,,,,,,,BKN,700,OVC,900,,,,,IFR,,,,,,,,,,,,METAR,182
ESPA 272220Z 17007KT 9000 3500E -SN BKN006 OVC012 M02/M03 Q1002,ESPA,2025-01-27T22:20:00Z,65.541,22.126,-2,-3,170,7,,5.59,29.59,,,,,,,,,,-SN,BKN,600,OVC,1200,,,,,IFR,,,,,,,,,,,,METAR,12
ESOW 272220Z AUTO 17007KT 8000 BR OVC006/// 02/01 Q0994 RESHUP RERA,ESOW,2025-01-27T22:20:00Z,59.595,16.638,2,1,170,7,,4.97,29.35,,,TRUE,,,,,,,BR RA,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,7
ESOK 272220Z AUTO 22008KT 6000 OVC003/// 02/02 Q0991,ESOK,2025-01-27T22:20:00Z,59.442,13.342,2,2,220,8,,3.73,29.26,,,TRUE,,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,101
ESOH 272220Z AUTO VRB02KT 9999 OVC003/// 00/00 Q0991 REDZ,ESOH,2025-01-27T22:20:00Z,60.02,13.579,0,0,VRB,2,,6+,29.26,,,TRUE,,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,145
ESOE 272220Z 17004KT 9999 SCT006 OVC009 01/01 Q0993,ESOE,2025-01-27T22:20:00Z,59.229,15.046,1,1,170,4,,6+,29.32,,,,,,,,,,,SCT,600,OVC,900,,,,,IFR,,,,,,,,,,,,METAR,57
ESNZ 272220Z AUTO 10009KT 1700 -SN VV009 M05/M06 Q0991,ESNZ,2025-01-27T22:20:00Z,63.199,14.489,-5,-6,100,9,,1.06,29.26,,,TRUE,,,,,,,-SN,OVX,0,,,,,,,IFR,,,,,,,,,,,900,METAR,360
ESNU 272220Z 13007KT 3000 -SN OVC004 M00/M01 Q1000,ESNU,2025-01-27T22:20:00Z,63.789,20.285,0,-1,130,7,,1.86,29.53,,,,,,,,,,-SN,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,8
ESNS 272220Z AUTO 11006KT 9999 SCT015/// OVC020/// M02/M02 Q1000,ESNS,2025-01-27T22:20:00Z,64.625,21.077,-2,-2,110,6,,6+,29.53,,,TRUE,,,,,,,,SCT,1500,OVC,2000,,,,,MVFR,,,,,,,,,,,,METAR,41
ESNQ 272220Z AUTO 19011KT 9999 BKN170/// M08/M09 Q0996,ESNQ,2025-01-27T22:20:00Z,67.823,20.34,-8,-9,190,11,,6+,29.41,,,TRUE,,,,,,,,BKN,17000,,,,,,,VFR,,,,,,,,,,,,METAR,447
ESNO 272220Z AUTO 13005KT 9999 -SN OVC003/// M01/M01 Q0998,ESNO,2025-01-27T22:20:00Z,63.412,18.98,-1,-1,130,5,,6+,29.47,,,TRUE,,,,,,,-SN,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,100
ESNN 272220Z 09006KT 060V130 0900 R16/P2000N R34/P2000N -SN VV012 M00/M00 Q0995,ESNN,2025-01-27T22:20:00Z,62.532,17.436,0,0,90,6,,0.56,29.38,,,,,,,,,,-SN,OVX,0,,,,,,,LIFR,,,,,,,,,,,1200,METAR,4
ESNK 272220Z AUTO VRB01KT 1600 -SN VV013 M01/M01 Q0996,ESNK,2025-01-27T22:20:00Z,63.047,17.766,-1,-1,VRB,1,,0.99,29.41,,,TRUE,,,,,,,-SN,OVX,0,,,,,,,LIFR,,,,,,,,,,,1300,METAR,4
ESNG 272220Z AUTO VRB02KT 9999 OVC003/// M14/M15 Q0998,ESNG,2025-01-27T22:20:00Z,67.133,20.81,-14,-15,VRB,2,,6+,29.47,,,TRUE,,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,300
ESMX 272220Z 18005KT 7000 BKN003 05/05 Q0995,ESMX,2025-01-27T22:20:00Z,56.927,14.73,5,5,180,5,,4.35,29.38,,,,,,,,,,,BKN,300,,,,,,,LIFR,,,,,,,,,,,,METAR,176
ESMV 272220Z AUTO 18004KT 150V220 9999 SCT004/// OVC007/// 05/05 Q0994,ESMV,2025-01-27T22:20:00Z,57.29,14.134,5,5,180,4,,6+,29.35,,,TRUE,,,,,,,,SCT,400,OVC,700,,,,,IFR,,,,,,,,,,,,METAR,167
ESMT 272220Z AUTO 13006KT 9999 BKN030/// BKN042/// 06/04 Q0994,ESMT,2025-01-27T22:20:00Z,56.691,12.82,6,4,130,6,,6+,29.35,,,TRUE,,,,,,,,BKN,3000,BKN,4200,,,,,MVFR,,,,,,,,,,,,METAR,24
ESMS 272220Z 23003KT 9999 FEW008 SCT070 06/06 Q0995,ESMS,2025-01-27T22:20:00Z,55.539,13.373,6,6,230,3,,6+,29.38,,,,,,,,,,,FEW,800,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,68
ESMQ 272220Z 18006KT 9999 OVC003 04/04 Q0996,ESMQ,2025-01-27T22:20:00Z,56.685,16.284,4,4,180,6,,6+,29.41,,,,,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,3
ESMK 272220Z AUTO 17005KT 0250 R01/1700D R19/0900N FG BKN053/// OVC068/// 02/02 Q0996,ESMK,2025-01-27T22:20:00Z,55.922,14.085,2,2,170,5,,0.16,29.41,,,TRUE,,,,,,,FG,BKN,5300,OVC,6800,,,,,LIFR,,,,,,,,,,,,METAR,20
ESKS 272220Z AUTO 14007KT 7000 -SN FEW010/// BKN016/// OVC020/// M03/M05 Q0989 RESN,ESKS,2025-01-27T22:20:00Z,61.165,12.834,-3,-5,140,7,,4.35,29.20,,,TRUE,,,,,,,-SN,FEW,1000,BKN,1600,OVC,2000,,,MVFR,,,,,,,,,,,,METAR,503
ESKN 272220Z 18006KT 9999 BKN007 04/03 Q0994,ESKN,2025-01-27T22:20:00Z,58.786,16.918,4,3,180,6,,6+,29.35,,,,,,,,,,,BKN,700,,,,,,,IFR,,,,,,,,,,,,METAR,41
ESIB 272220Z AUTO 18006KT 9999 SCT009/// BKN012/// 03/03 Q0991,ESIB,2025-01-27T22:20:00Z,58.431,12.71,3,3,180,6,,6+,29.26,,,TRUE,,,,,,,,SCT,900,BKN,1200,,,,,MVFR,,,,,,,,,,,,METAR,51
ESIA 272220Z AUTO 21003KT 180V240 9999 OVC022/// 04/03 Q0993,ESIA,2025-01-27T22:20:00Z,58.514,14.507,4,3,210,3,,6+,29.32,,,TRUE,,,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,94
ESGT 272220Z AUTO 17006KT 9000 BKN007/// OVC010/// 02/02 Q0992,ESGT,2025-01-27T22:20:00Z,58.314,12.347,2,2,170,6,,5.59,29.29,,,TRUE,,,,,,,,BKN,700,OVC,1000,,,,,IFR,,,,,,,,,,,,METAR,40
ESGP 272220Z AUTO 18010KT 9999 NCD 05/04 Q0991,ESGP,2025-01-27T22:20:00Z,57.781,11.869,5,4,180,10,,6+,29.26,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15
ESGJ 272220Z 21009KT 9999 FEW011 BKN016 04/03 Q0993,ESGJ,2025-01-27T22:20:00Z,57.752,14.069,4,3,210,9,,6+,29.32,,,,,,,,,,,FEW,1100,BKN,1600,,,,,MVFR,,,,,,,,,,,,METAR,224
ESGG 272220Z 18009KT 9999 FEW007 04/03 Q0991,ESGG,2025-01-27T22:20:00Z,57.667,12.285,4,3,180,9,,6+,29.26,,,,,,,,,,,FEW,700,,,,,,,VFR,,,,,,,,,,,,METAR,152
ESDF 272220Z AUTO 16004KT 0750 0600// R01/1700D R19/1400VP2000N FG FEW005/// 04/04 Q0996,ESDF,2025-01-27T22:20:00Z,56.266,15.267,4,4,160,4,,0.47,29.41,,,TRUE,,,,,,,FG,FEW,500,,,,,,,LIFR,,,,,,,,,,,,METAR,52
ESCM 272220Z AUTO 15007KT 9999 -DZ OVC004/// 02/02 Q0993,ESCM,2025-01-27T22:20:00Z,59.899,17.589,2,2,150,7,,6+,29.32,,,TRUE,,,,,,,-DZ,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,21
ESCF 272220Z AUTO 17004KT 9999 OVC015/// 04/03 Q0994,ESCF,2025-01-27T22:20:00Z,58.398,15.526,4,3,170,4,,6+,29.35,,,TRUE,,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,86
ENZV 272220Z 15017KT 9999 FEW018 SCT039 BKN049 06/03 Q0981 RERA,ENZV,2025-01-27T22:20:00Z,58.884,5.637,6,3,150,17,,6+,28.97,,,,,,,,,,,FEW,1800,SCT,3900,BKN,4900,,,VFR,,,,,,,,,,,,METAR,7
ENVA 272220Z 11015KT CAVOK 03/M05 Q0987 RMK WIND 670FT 14022KT,ENVA,2025-01-27T22:20:00Z,63.46,10.931,3,-5,110,15,,6+,29.14,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,12
ENTO 272220Z 01006KT 6000 -DZ OVC002 00/00 Q0989,ENTO,2025-01-27T22:20:00Z,59.184,10.255,0,0,10,6,,3.73,29.20,,,,,,,,,,-DZ,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,84
ENTC 272220Z VRB02KT CAVOK M03/M06 Q0993 RMK WIND 2600FT 18027KT,ENTC,2025-01-27T22:20:00Z,69.675,18.916,-3,-6,VRB,2,,6+,29.32,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
ENSB 272220Z 12030KT 9999 DRSN FEW025 BKN085 M00/M05 Q0999 RMK WIND 1400FT 11032KT,ENSB,2025-01-27T22:20:00Z,78.246,15.466,0,-5,120,30,,6+,29.50,,,,,,,,,,DRSN,FEW,2500,BKN,8500,,,,,VFR,,-3.2,,,,,,,,,,METAR,30
ENRY 272220Z AUTO VRB03KT 2200 -RA VV003 00/M00 Q0989,ENRY,2025-01-27T22:20:00Z,59.381,10.783,0,0,VRB,3,,1.37,29.20,,,TRUE,,,,,,,-RA,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,45
ENRO 272220Z AUTO VRB03KT 9999 -SN BKN013/// BKN016/// OVC034/// M04/M07 Q0986,ENRO,2025-01-27T22:20:00Z,62.578,11.342,-4,-7,VRB,3,,6+,29.11,,,TRUE,,,,,,,-SN,BKN,1300,BKN,1600,OVC,3400,,,MVFR,,,,,,,,,,,,METAR,624
ENOL 272220Z 14022KT CAVOK 03/M05 Q0984,ENOL,2025-01-27T22:20:00Z,63.703,9.609,3,-5,140,22,,6+,29.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
ENHD 272220Z AUTO 11018KT 9999 BKN018/// OVC022/// 05/02 Q0980,ENHD,2025-01-27T22:20:00Z,59.341,5.22,5,2,110,18,,6+,28.94,,,TRUE,,,,,,,,BKN,1800,OVC,2200,,,,,MVFR,,,,,,,,,,,,METAR,22
ENGM 272220Z 01003KT 7000 -SN FEW006 BKN013 M01/M02 Q0989,ENGM,2025-01-27T22:20:00Z,60.201,11.08,-1,-2,10,3,,4.35,29.20,,,,,,,,,,-SN,FEW,600,BKN,1300,,,,,MVFR,,,,,,,,,,,,METAR,204
ENDU 272220Z VRB02KT CAVOK M09/M10 Q0993 RMK WIND 1100FT 13007KT WIND 2200FT 16016KT,ENDU,2025-01-27T22:20:00Z,69.058,18.544,-9,-10,VRB,2,,6+,29.32,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,65
ENCN 272220Z AUTO 16010KT 9999 FEW010/// BKN013/// BKN016/// 06/04 Q0986 REDZ,ENCN,2025-01-27T22:20:00Z,58.2,8.077,6,4,160,10,,6+,29.11,,,TRUE,,,,,,,,FEW,1000,BKN,1300,BKN,1600,,,MVFR,,,,,,,,,,,,METAR,17
ENBR 272220Z 10009KT 9999 FEW048 SCT058 BKN140 06/M03 Q0982 RMK WIND 1200FT 11019KT,ENBR,2025-01-27T22:20:00Z,60.29,5.222,6,-3,100,9,,6+,29.00,,,,,,,,,,,FEW,4800,SCT,5800,BKN,14000,,,VFR,,-1.9,,,,,,,,,,METAR,49
ENBO 272220Z 09015KT CAVOK 02/M08 Q0991,ENBO,2025-01-27T22:20:00Z,67.267,14.359,2,-8,90,15,,6+,29.26,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13
ENAL 272220Z 21003KT CAVOK 02/M02 Q0984,ENAL,2025-01-27T22:20:00Z,62.562,6.115,2,-2,210,3,,6+,29.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,21
EKYT 272220Z AUTO 15012KT 9999 FEW076/// BKN180/// 05/03 Q0990,EKYT,2025-01-27T22:20:00Z,57.093,9.879,5,3,150,12,,6+,29.23,,,TRUE,,,,,,,,FEW,7600,BKN,18000,,,,,VFR,,,,,,,,,,,,METAR,2
EKVJ 272220Z AUTO 16008KT 140V220 9999 FEW026/// SCT042/// BKN140/// 05/03 Q0989 UNMONITORED,EKVJ,2025-01-27T22:20:00Z,55.991,8.354,5,3,160,8,,6+,29.20,,,TRUE,,,,,,,,FEW,2600,SCT,4200,BKN,14000,,,VFR,,,,,,,,,,,,METAR,5
EKVG 272220Z AUTO 34006KT 9999 NCD 01/M05 Q0988 RMK NCD WIND SKEID 04013KT,EKVG,2025-01-27T22:20:00Z,62.065,-7.282,1,-5,340,6,,6+,29.17,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,89
EKVD 272220Z AUTO 16007KT //// ///////// 05/04 Q0991,EKVD,2025-01-27T22:20:00Z,55.436,9.329,5,4,160,7,,,29.26,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,41
EKSP 272220Z 15006KT 9999 FEW035 03/03 Q0991,EKSP,2025-01-27T22:20:00Z,55.225,9.263,3,3,150,6,,6+,29.26,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,40
EKSB 272220Z AUTO 14004KT 9999 NCD 05/04 Q0992,EKSB,2025-01-27T22:20:00Z,54.962,9.787,5,4,140,4,,6+,29.29,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,23
EKRS 272220Z AUTO 17003KT 150V210 9999 NCD 04/04 Q0993,EKRS,2025-01-27T22:20:00Z,55.426,11.807,4,4,170,3,,6+,29.32,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,34
EKRN 272220Z AUTO 19010KT 9999 BKN041/// OVC170/// 06/05 Q0996,EKRN,2025-01-27T22:20:00Z,55.068,14.749,6,5,190,10,,6+,29.41,,,TRUE,,,,,,,,BKN,4100,OVC,17000,,,,,VFR,,,,,,,,,,,,METAR,14
EKRK 272220Z AUTO 15006KT 9999 FEW067/// 03/02 Q0994,EKRK,2025-01-27T22:20:00Z,55.587,12.136,3,2,150,6,,6+,29.35,,,TRUE,,,,,,,,FEW,6700,,,,,,,VFR,,,,,,,,,,,,METAR,40
EKKA 272220Z AUTO 15008KT 9999 NCD 04/03 Q0990 NOSIG,EKKA,2025-01-27T22:20:00Z,56.293,9.114,4,3,150,8,,6+,29.23,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,50
EKEB 272220Z AUTO 17011KT 9999 SCT120/// 05/04 Q0990,EKEB,2025-01-27T22:20:00Z,55.528,8.563,5,4,170,11,,6+,29.23,,,TRUE,,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,29
EKCH 272220Z AUTO 15006KT 9999 SCT045/// 06/04 Q0994 NOSIG,EKCH,2025-01-27T22:20:00Z,55.618,12.656,6,4,150,6,,6+,29.35,,,TRUE,,,TRUE,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,4
EKBI 272220Z AUTO 16007KT 120V180 9999 FEW160/// 05/03 Q0991,EKBI,2025-01-27T22:20:00Z,55.74,9.152,5,3,160,7,,6+,29.26,,,TRUE,,,,,,,,FEW,16000,,,,,,,VFR,,,,,,,,,,,,METAR,67
EKAH 272220Z AUTO 17006KT 140V210 9999 BKN200/// 05/04 Q0992,EKAH,2025-01-27T22:20:00Z,56.3,10.619,5,4,170,6,,6+,29.29,,,TRUE,,,,,,,,BKN,20000,,,,,,,VFR,,,,,,,,,,,,METAR,25
EGTK 272220Z 18018KT 9999 -RA SCT016 BKN022 07/05 Q0978,EGTK,2025-01-27T22:20:00Z,51.838,-1.317,7,5,180,18,,6+,28.88,,,,,,,,,,-RA,SCT,1600,BKN,2200,,,,,MVFR,,,,,,,,,,,,METAR,78
EGTE 272220Z 19019G29KT 9999 -DZ BKN020 09/06 Q0975,EGTE,2025-01-27T22:20:00Z,50.737,-3.406,9,6,190,19,29,6+,28.79,,,,,,,,,,-DZ,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,30
EGSY 272220Z AUTO 17012KT 9999 -DZ OVC024/// 08/06 Q0974,EGSY,2025-01-27T22:20:00Z,51.406,-3.434,8,6,170,12,,6+,28.76,,,TRUE,,,,,,,-DZ,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,46
EGSS 272220Z AUTO 19017KT 9999 BKN027 OVC044 07/04 Q0981,EGSS,2025-01-27T22:20:00Z,51.881,0.223,7,4,190,17,,6+,28.97,,,TRUE,,,,,,,,BKN,2700,OVC,4400,,,,,MVFR,,,,,,,,,,,,METAR,101
EGSH 272220Z AUTO 19008KT 140V230 9999 -RA NCD 07/05 Q0982,EGSH,2025-01-27T22:20:00Z,52.676,1.283,7,5,190,8,,6+,29.00,,,TRUE,,,,,,,-RA,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
EGPU 272220Z AUTO 03009KT 9999 SCT032/// 05/03 Q0974,EGPU,2025-01-27T22:20:00Z,56.499,-6.872,5,3,30,9,,6+,28.76,,,TRUE,,,,,,,,SCT,3200,,,,,,,VFR,,,,,,,,,,,,METAR,12
EGPO 272220Z 06015KT 9999 VCSH FEW018CB 08/05 Q0978,EGPO,2025-01-27T22:20:00Z,58.215,-6.329,8,5,60,15,,6+,28.88,,,,,,,,,,VCSH,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,10
EGPL 272220Z AUTO 07018KT 9999 SCT006/// BKN019/// 07/05 Q0977,EGPL,2025-01-27T22:20:00Z,57.475,-7.364,7,5,70,18,,6+,28.85,,,TRUE,,,,,,,,SCT,600,BKN,1900,,,,,MVFR,,,,,,,,,,,,METAR,3
EGPK 272220Z 08010KT 9999 BKN020 06/04 Q0973,EGPK,2025-01-27T22:20:00Z,55.509,-4.587,6,4,80,10,,6+,28.73,,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,14
EGPI 272220Z AUTO 10015KT 3600 HZ OVC014/// 06/05 Q0972,EGPI,2025-01-27T22:20:00Z,55.681,-6.25,6,5,100,15,,2.24,28.70,,,TRUE,,,,,,,HZ,OVC,1400,,,,,,,IFR,,,,,,,,,,,,METAR,17
EGPH 272220Z 12004KT 090V160 9999 FEW018 OVC028 04/04 Q0975,EGPH,2025-01-27T22:20:00Z,55.952,-3.36,4,4,120,4,,6+,28.79,,,,,,,,,,,FEW,1800,OVC,2800,,,,,MVFR,,,,,,,,,,,,METAR,29
EGPF 272220Z AUTO 07010KT 9999 OVC023 05/04 Q0974,EGPF,2025-01-27T22:20:00Z,55.867,-4.433,5,4,70,10,,6+,28.76,,,TRUE,,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,8
EGPE 272220Z AUTO 06013KT 9999 -RA BKN005/// BKN015/// BKN028/// 06/05 Q0977 RERA,EGPE,2025-01-27T22:20:00Z,57.538,-4.053,6,5,60,13,,6+,28.85,,,TRUE,,,,,,,-RA,BKN,500,BKN,1500,BKN,2800,,,IFR,,,,,,,,,,,,METAR,7
EGPD 272220Z AUTO 19002KT 9999 BKN013 OVC028 03/03 Q0976 TEMPO BKN008,EGPD,2025-01-27T22:20:00Z,57.205,-2.205,3,3,190,2,,6+,28.82,,,TRUE,,,,,,,,BKN,1300,OVC,2800,,,,,MVFR,,,,,,,,,,,,METAR,65
EGPC 272220Z AUTO 04015KT 9999 FEW017/// BKN021/// BKN032/// 06/04 Q0979,EGPC,2025-01-27T22:20:00Z,58.459,-3.093,6,4,40,15,,6+,28.91,,,TRUE,,,,,,,,FEW,1700,BKN,2100,BKN,3200,,,MVFR,,,,,,,,,,,,METAR,38
EGPB 272220Z 04023KT 9999 VCSH BKN017 06/03 Q0979 RERA,EGPB,2025-01-27T22:20:00Z,59.88,-1.296,6,3,40,23,,6+,28.91,,,,,,,,,,VCSH,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,2
EGPA 272220Z AUTO 03011KT 9999 FEW022/// SCT028/// BKN034/// 06/03 Q0979,EGPA,2025-01-27T22:20:00Z,58.958,-2.905,6,3,30,11,,6+,28.91,,,TRUE,,,,,,,,FEW,2200,SCT,2800,BKN,3400,,,VFR,,,,,,,,,,,,METAR,15
EGNX 272220Z 18019KT 9999 FEW021 BKN031 07/04 Q0975,EGNX,2025-01-27T22:20:00Z,52.833,-1.333,7,4,180,19,,6+,28.79,,,,,,,,,,,FEW,2100,BKN,3100,,,,,VFR,,,,,,,,,,,,METAR,91
EGNV 272220Z AUTO 16012KT 9999 SCT047/// 06/04 Q0975,EGNV,2025-01-27T22:20:00Z,54.511,-1.418,6,4,160,12,,6+,28.79,,,TRUE,,,,,,,,SCT,4700,,,,,,,VFR,,,,,,,,,,,,METAR,36
EGNT 272220Z 18004KT 130V240 CAVOK 05/02 Q0975,EGNT,2025-01-27T22:20:00Z,55.037,-1.702,5,2,180,4,,6+,28.79,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,77
